Id,MSSubClass,MSZoning,LotFrontage,LotArea,Utilities,Neighborhood,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Foundation,BsmtExposure,Electrical,BsmtFullBath,BsmtHalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageCars,GarageArea,PavedDrive,PoolArea,Fence,YrSold,SalePrice
780,90,RL,82.0,13190,AllPub,NAmes,Norm,Duplex,1Story,5,1965,1965,Gable,CBlock,No,SBrkr,0.0,0.0,6,TA,Typ,0,Detchd,2.0,603.0,Y,0,,2008,142643.08915415074
781,160,FV,42.0,3693,AllPub,Somerst,Norm,TwnhsE,2Story,7,2007,2007,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Detchd,2.0,567.0,Y,0,,2008,146049.01599215093
782,60,RL,67.0,9131,AllPub,Gilbert,Norm,1Fam,2Story,6,1998,1998,Gable,PConc,Gd,SBrkr,1.0,0.0,3,TA,Typ,2,Attchd,2.0,499.0,Y,0,,2008,192074.54153018634
783,20,RL,76.0,9539,AllPub,Edwards,Norm,1Fam,1Story,4,1954,1954,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,427.0,Y,0,,2007,110049.58049847887
784,60,RL,,9854,AllPub,Gilbert,Norm,1Fam,2Story,6,1993,1993,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,BuiltIn,2.0,447.0,Y,0,,2009,185215.41664938786
785,20,RL,88.0,9689,AllPub,NAmes,Norm,1Fam,1Story,5,1959,1959,Gable,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,1.0,297.0,Y,0,MnPrv,2009,124541.04931902065
786,50,RM,59.0,6209,AllPub,BrkSide,Norm,1Fam,1.5Fin,4,1935,1995,Gable,BrkTil,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Detchd,1.0,267.0,Y,0,,2009,133037.27967332824
787,20,RL,91.0,10509,AllPub,Edwards,Norm,1Fam,1Story,6,2009,2009,Gable,PConc,Mn,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,487.0,Y,0,,2010,186220.91139914386
788,160,FV,42.0,3087,AllPub,Somerst,Norm,TwnhsE,2Story,6,2000,2000,Gable,PConc,No,SBrkr,1.0,0.0,2,Gd,Typ,0,Detchd,2.0,467.0,Y,0,,2009,172660.30290322402
789,30,RM,68.0,7000,AllPub,BrkSide,Norm,1Fam,1Story,5,1924,1950,Gable,PConc,Mn,SBrkr,0.0,0.0,2,Fa,Min1,0,Detchd,2.0,467.0,Y,0,,2009,100183.50257712102
790,20,RL,101.0,18354,AllPub,Timber,Norm,1Fam,1Story,6,1986,1986,Gable,CBlock,Av,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,605.0,Y,0,,2008,178333.30880732925
791,20,RL,82.0,8981,AllPub,NAmes,Norm,1Fam,1Story,5,1953,1996,Gable,Stone,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,441.0,Y,0,GdWo,2008,116240.09460422357
792,20,RL,68.0,10133,AllPub,Edwards,Norm,1Fam,1Story,5,1968,1968,Gable,CBlock,Gd,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,1.0,363.0,Y,0,MnPrv,2010,146373.8072793283
793,160,FV,,3069,AllPub,Somerst,Norm,TwnhsE,2Story,6,2000,2000,Gable,PConc,No,SBrkr,1.0,0.0,2,Gd,Typ,0,Detchd,2.0,467.0,Y,0,,2010,178660.40379343662
794,50,RL,86.0,17592,AllPub,NAmes,Norm,1Fam,1.5Fin,6,1948,1950,Gable,CBlock,No,SBrkr,0.0,1.0,3,TA,Typ,1,Attchd,1.0,357.0,Y,0,,2010,97610.3013973458
795,20,RL,78.0,10239,AllPub,NAmes,Norm,1Fam,1Story,5,1958,1958,Gable,CBlock,No,FuseA,0.0,0.0,2,TA,Typ,0,Attchd,1.0,302.0,Y,0,,2007,114519.42757267767
796,50,RL,,11789,AllPub,Crawfor,Norm,1Fam,1.5Fin,5,1937,1995,Gable,CBlock,No,SBrkr,0.0,0.0,4,Gd,Min2,1,Detchd,1.0,267.0,Y,0,,2008,187546.64874504227
797,60,RL,104.0,11397,AllPub,NridgHt,Norm,1Fam,2Story,9,2008,2008,Gable,PConc,Av,SBrkr,1.0,0.0,3,Ex,Typ,1,Attchd,3.0,863.0,Y,0,,2009,335158.88197187334
798,20,RL,93.0,14690,AllPub,Timber,Norm,1Fam,1Story,9,2006,2006,Hip,PConc,Av,SBrkr,1.0,0.0,2,Ex,Typ,1,Attchd,3.0,792.0,Y,0,,2009,315263.88132347044
799,80,RL,,16246,AllPub,Veenker,Norm,1Fam,SLvl,5,1978,1978,Gable,PConc,Gd,SBrkr,1.0,0.0,2,Gd,Typ,1,Attchd,2.0,615.0,Y,0,,2007,194145.9755217949
800,160,FV,32.0,2734,AllPub,Somerst,Norm,Twnhs,2Story,8,1999,2000,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Detchd,2.0,519.0,Y,0,,2007,174037.92469006212
801,75,RM,98.0,8189,AllPub,OldTown,Norm,1Fam,2.5Unf,5,1898,1965,Hip,PConc,No,FuseA,0.0,0.0,2,TA,Typ,0,Detchd,2.0,387.0,N,0,MnPrv,2009,106036.79613508542
802,50,RM,58.0,6089,AllPub,OldTown,Norm,1Fam,1.5Fin,6,1927,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,603.0,Y,0,,2007,120285.1174889759
803,20,RL,,9566,AllPub,NAmes,Norm,1Fam,1Story,5,1966,1966,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Attchd,1.0,291.0,Y,0,GdWo,2008,110171.29796611545
804,70,RL,71.0,4089,AllPub,Crawfor,Norm,1Fam,2Story,7,1930,1995,Gable,BrkTil,No,SBrkr,1.0,0.0,2,TA,Typ,1,Detchd,1.0,243.0,Y,0,MnPrv,2007,143079.50607009488
805,90,RL,68.0,10889,AllPub,Edwards,Norm,Duplex,1Story,5,1987,1988,Gable,CBlock,Gd,SBrkr,3.0,0.0,3,TA,Typ,0,,0.0,27.0,Y,0,,2009,179252.72558628203
806,60,RL,,12477,AllPub,NWAmes,Norm,1Fam,2Story,7,1980,1991,Gable,CBlock,No,SBrkr,0.0,0.0,4,Gd,Typ,1,BuiltIn,2.0,468.0,Y,0,,2009,253706.0655168998
807,160,RM,29.0,1769,AllPub,BrDale,Norm,Twnhs,2Story,5,1972,1972,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,1.0,291.0,Y,0,,2008,108363.81360581238
808,160,RL,32.0,2397,AllPub,NPkVill,Norm,TwnhsE,2Story,6,1976,1976,Gable,CBlock,No,SBrkr,1.0,0.0,3,Gd,Typ,1,Detchd,2.0,467.0,Y,0,,2007,155077.3388515604
809,120,RL,49.0,5419,AllPub,StoneBr,Norm,TwnhsE,1Story,8,2000,2000,Gable,PConc,Av,SBrkr,1.0,0.0,2,Ex,Typ,0,Attchd,2.0,526.0,Y,0,,2007,251057.69582829298
810,120,RL,71.0,8938,AllPub,NridgHt,Norm,TwnhsE,1Story,9,2005,2005,Hip,PConc,No,SBrkr,0.0,0.0,2,Ex,Typ,1,Attchd,2.0,591.0,Y,0,,2008,266081.1184412037
811,70,,,56689,AllPub,IDOTRR,Norm,1Fam,2.5Unf,5,1900,1950,Hip,BrkTil,No,SBrkr,0.0,0.0,4,TA,Maj1,0,Detchd,1.0,315.0,N,0,,2008,100559.71200392566
812,70,RL,58.0,5049,AllPub,BrkSide,Norm,1Fam,1.5Fin,5,1930,1982,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Detchd,1.0,363.0,N,0,,2009,137808.7767688231
813,20,RL,73.0,11714,AllPub,Mitchel,Norm,1Fam,1Story,5,1983,1983,Gable,CBlock,No,SBrkr,1.0,0.0,2,TA,Typ,0,Attchd,1.0,291.0,Y,0,MnPrv,2007,130875.76951226471
814,190,RH,,7171,AllPub,SWISU,Norm,2fmCon,2Story,5,1916,1995,Gable,PConc,Mn,SBrkr,0.0,0.0,5,TA,Typ,0,,0.0,27.0,N,0,,2006,160102.463844075
815,70,RM,60.0,3157,AllPub,OldTown,Norm,1Fam,2Story,6,1920,1993,Gable,BrkTil,No,SBrkr,0.0,1.0,3,TA,Typ,0,Detchd,1.0,207.0,Y,0,GdPrv,2010,114875.56250842028
816,20,RL,,17686,AllPub,Crawfor,Norm,1Fam,1Story,7,1971,2009,Hip,CBlock,No,SBrkr,1.0,0.0,3,Ex,Min1,2,Attchd,2.0,578.0,Y,0,GdPrv,2009,326599.45944092155
817,160,RM,29.0,1769,AllPub,BrDale,Norm,Twnhs,2Story,6,1972,1972,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,291.0,Y,0,,2006,94294.62536036521
818,30,RM,79.0,6989,AllPub,IDOTRR,Norm,1Fam,1Story,5,1940,1955,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,1,Detchd,1.0,951.0,Y,0,,2008,120587.48077683053
819,20,RL,57.0,15345,AllPub,Somerst,Norm,1Fam,1Story,8,2007,2007,Gable,PConc,Gd,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,3.0,781.0,Y,0,,2007,282940.3737041136
820,60,FV,93.0,10714,AllPub,Somerst,Norm,1Fam,2Story,6,2004,2004,Gable,PConc,Av,SBrkr,0.0,0.0,4,Gd,Min2,1,BuiltIn,3.0,771.0,Y,0,,2007,245340.89403288512
821,120,RL,58.0,7264,AllPub,SawyerW,Norm,TwnhsE,1Story,6,1990,1991,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Attchd,2.0,569.0,Y,0,,2009,152742.7195124167
822,60,RL,82.0,8923,AllPub,NridgHt,Norm,1Fam,2Story,9,2004,2005,Hip,PConc,No,SBrkr,1.0,0.0,4,Ex,Typ,1,Attchd,3.0,765.0,Y,0,,2009,350030.2195859613
823,50,RL,58.0,5279,AllPub,Edwards,Norm,1Fam,1.5Fin,7,1948,1950,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,1,Attchd,1.0,276.0,Y,0,,2008,109749.05587458341
824,50,RM,108.0,12754,AllPub,OldTown,Norm,1Fam,1.5Fin,5,1915,1950,Gable,BrkTil,Mn,SBrkr,0.0,0.0,4,TA,Typ,1,Detchd,3.0,747.0,Y,0,,2008,153995.41715662228
825,60,RL,114.0,12809,AllPub,NoRidge,Norm,1Fam,2Story,8,2000,2000,Gable,PConc,Mn,SBrkr,1.0,0.0,4,Gd,Typ,2,BuiltIn,3.0,837.0,Y,0,,2009,351894.6214630768
826,50,RL,78.0,10848,AllPub,Sawyer,Norm,1Fam,1.5Fin,5,1972,1972,Gable,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,1,Detchd,2.0,517.0,Y,0,GdPrv,2008,142798.5574488658
827,120,RL,43.0,5207,AllPub,StoneBr,Norm,TwnhsE,1Story,8,1990,1990,Gable,PConc,Gd,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,2.0,511.0,Y,0,,2007,210132.6063295129
828,60,RL,76.0,8935,AllPub,CollgCr,Norm,1Fam,2Story,6,2005,2006,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,591.0,Y,0,,2006,173927.19549105142
829,60,RL,,13606,AllPub,Sawyer,Norm,1Fam,2Story,6,1976,2005,Gable,CBlock,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,502.0,Y,0,,2010,130520.49909671363
830,20,RL,,13057,AllPub,Sawyer,Norm,1Fam,1Story,5,1962,1962,Hip,CBlock,No,SBrkr,1.0,0.0,2,TA,Typ,0,Detchd,1.0,379.0,Y,0,,2008,144302.20183894824
831,30,RL,93.0,10714,AllPub,Edwards,Norm,1Fam,1Story,5,1920,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,2,TA,Typ,0,Basment,1.0,393.0,Y,0,,2010,83158.18264309451
832,50,RL,68.0,8939,AllPub,BrkSide,Norm,1Fam,1.5Fin,6,1920,1950,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Detchd,2.0,603.0,P,0,,2007,135071.6325054465
833,190,RM,68.0,10209,AllPub,OldTown,Norm,2fmCon,2.5Unf,7,1910,1950,Hip,CBlock,No,FuseF,0.0,0.0,4,TA,Typ,1,Detchd,1.0,335.0,N,0,MnPrv,2007,122058.11519921398
834,160,FV,47.0,3604,AllPub,Somerst,Norm,TwnhsE,2Story,7,2004,2004,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Attchd,2.0,615.0,Y,0,,2010,176446.57587002285
835,120,RM,70.0,6799,AllPub,Mitchel,Norm,TwnhsE,SFoyer,6,1996,1997,Gable,PConc,Av,SBrkr,2.0,0.0,0,TA,Typ,0,Attchd,2.0,487.0,Y,0,,2007,137944.6858499388
836,50,RL,70.0,8796,AllPub,Edwards,Norm,1Fam,1.5Fin,4,1924,1950,Gable,BrkTil,No,FuseF,0.0,0.0,4,TA,Min2,0,Attchd,1.0,315.0,Y,0,,2006,101242.90712473163
837,20,RL,95.0,10126,AllPub,Somerst,Norm,1Fam,1Story,8,2006,2007,Hip,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,507.0,Y,0,,2008,227284.7326238117
838,80,RL,93.0,10289,AllPub,Timber,Norm,1Fam,SLvl,6,1988,1989,Gable,CBlock,Av,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,2.0,627.0,Y,0,,2008,175141.20517521966
839,20,FV,65.0,12942,AllPub,Somerst,Norm,1Fam,1Story,8,2010,2010,Gable,PConc,No,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,3.0,879.0,Y,0,,2010,287320.9037256429
840,80,RL,93.0,9439,AllPub,NAmes,Norm,1Fam,SLvl,6,1964,1991,Hip,CBlock,Gd,SBrkr,0.0,1.0,3,Gd,Min1,0,Attchd,1.0,336.0,Y,0,MnPrv,2007,158265.63617877587
841,20,,88.0,14673,AllPub,IDOTRR,Norm,1Fam,1Story,1,1952,1952,Gable,Slab,,FuseA,0.0,0.0,2,Fa,,0,Attchd,2.0,514.0,N,0,,2008,48786.315294804415
842,80,RL,109.0,9239,AllPub,NAmes,Norm,1Fam,SLvl,6,1962,1962,Gable,CBlock,Gd,SBrkr,0.0,1.0,3,TA,Typ,1,Basment,1.0,323.0,Y,0,,2008,165108.72071438024
843,190,RM,93.0,13689,AllPub,OldTown,Norm,2fmCon,2Story,5,1900,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,5,TA,Min2,0,Detchd,2.0,587.0,Y,0,,2007,90011.20551230368
844,120,RL,32.0,2193,AllPub,NPkVill,Norm,TwnhsE,1Story,7,1976,1976,Gable,CBlock,No,SBrkr,0.0,1.0,2,TA,Typ,0,Attchd,1.0,372.0,Y,0,,2009,114425.75713002768
845,20,RL,84.0,7039,AllPub,CollgCr,Norm,1Fam,1Story,5,1979,1979,Gable,CBlock,No,SBrkr,1.0,0.0,2,TA,Typ,0,Attchd,2.0,471.0,Y,0,,2009,130772.86883375805
846,120,RL,49.0,6378,AllPub,NridgHt,Norm,TwnhsE,1Story,6,2005,2006,Gable,PConc,Av,SBrkr,1.0,0.0,2,Gd,Typ,1,Attchd,2.0,487.0,Y,0,,2007,208207.62338278865
847,20,RL,94.0,13375,AllPub,Edwards,Norm,1Fam,1Story,9,2007,2008,Hip,PConc,No,SBrkr,1.0,0.0,3,Ex,Typ,1,Attchd,3.0,795.0,Y,0,,2009,320056.1490159689
848,60,RL,80.0,10552,AllPub,Gilbert,Norm,1Fam,2Story,8,2005,2005,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,3.0,827.0,Y,0,,2006,240247.67111919957
849,20,RL,64.0,26162,AllPub,Crawfor,Norm,1Fam,1Story,5,1956,1956,Gable,PConc,No,FuseA,0.0,0.0,3,TA,Typ,2,Attchd,2.0,511.0,Y,0,MnPrv,2008,244916.07896202905
850,20,RL,88.0,9689,AllPub,NAmes,Norm,1Fam,1Story,5,1961,1990,Gable,CBlock,Mn,SBrkr,1.0,0.0,3,TA,Min1,1,Attchd,2.0,468.0,Y,0,,2006,156852.47078318856
851,120,RM,,4524,AllPub,CollgCr,Norm,TwnhsE,1Story,6,2003,2003,Gable,PConc,Av,SBrkr,1.0,0.0,1,Gd,Typ,0,Attchd,2.0,447.0,Y,0,,2010,137912.31158559583
852,20,RL,84.0,9680,AllPub,NridgHt,Norm,1Fam,1Story,8,2004,2005,Hip,PConc,Av,SBrkr,1.0,0.0,3,Ex,Typ,1,Attchd,3.0,883.0,Y,0,,2009,274915.2836438654
853,60,RL,67.0,11885,AllPub,Gilbert,Norm,1Fam,2Story,7,2004,2005,Gable,PConc,Av,SBrkr,0.0,0.0,4,Gd,Typ,1,BuiltIn,2.0,461.0,Y,0,,2007,215160.67259199725
854,60,RL,76.0,9361,AllPub,CollgCr,Norm,1Fam,2Story,7,1999,1999,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,542.0,Y,0,,2006,201205.8316965832
855,85,RL,74.0,6849,AllPub,NAmes,Norm,1Fam,SFoyer,5,1962,1962,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,1.0,315.0,Y,0,,2007,120932.18431891501
856,20,RL,84.0,9981,AllPub,Mitchel,Norm,1Fam,1Story,8,1994,1995,Hip,PConc,Gd,SBrkr,1.0,1.0,3,Gd,Typ,2,Attchd,2.0,509.0,Y,0,GdWo,2010,267079.3133186139
857,20,RL,76.0,9660,AllPub,Edwards,Norm,1Fam,1Story,5,1956,1956,Hip,CBlock,No,FuseA,1.0,0.0,2,TA,Typ,0,Attchd,1.0,367.0,Y,0,GdPrv,2009,118457.22012432368
858,20,RL,85.0,8682,AllPub,NAmes,Norm,1Fam,1Story,4,1957,1957,Hip,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,1.0,379.0,Y,0,,2008,109251.52276205405
859,30,RL,60.0,6381,AllPub,SWISU,Norm,1Fam,1Story,6,1930,1950,Gable,BrkTil,Mn,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,187.0,Y,0,,2008,91034.82550340373
860,60,RL,105.0,10118,AllPub,ClearCr,Norm,1Fam,2Story,6,1988,1989,Gable,PConc,No,SBrkr,0.0,1.0,4,TA,Typ,1,Attchd,2.0,548.0,Y,0,,2007,211279.40701740695
861,50,RL,52.0,13847,AllPub,Timber,Norm,1Fam,1.5Fin,7,1990,1991,Gable,CBlock,Mn,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,427.0,Y,0,,2007,187766.04977602983
862,90,RL,60.0,8830,AllPub,Edwards,Norm,Duplex,1Story,5,1946,1950,Gable,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,0,,0.0,27.0,N,0,GdWo,2007,96048.80115575377
863,120,RL,56.0,6561,AllPub,NridgHt,Norm,TwnhsE,1Story,9,2008,2008,Hip,PConc,No,SBrkr,0.0,0.0,2,Ex,Typ,1,Attchd,2.0,566.0,Y,0,,2009,243893.28367326155
864,20,RL,,6262,AllPub,Sawyer,Norm,1Fam,1Story,5,1967,1967,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Attchd,1.0,315.0,Y,0,MnPrv,2007,125555.97873629694
865,20,RL,131.0,47096,AllPub,Edwards,Norm,1Fam,1Story,5,1959,1996,Gable,Slab,,SBrkr,,,5,Ex,Typ,2,Attchd,2.0,651.0,Y,0,,2008,275473.2037156969
866,120,RM,52.0,4313,AllPub,MeadowV,Norm,TwnhsE,1Story,5,1976,1976,Gable,PConc,No,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,2.0,599.0,Y,0,,2007,130120.51258822085
867,20,RL,121.0,13527,AllPub,Timber,Norm,1Fam,1Story,9,2008,2008,Gable,CBlock,Gd,SBrkr,1.0,0.0,3,Ex,Typ,1,Attchd,3.0,807.0,Y,0,,2009,349442.8010039093
868,120,RL,63.0,7981,AllPub,SawyerW,Norm,TwnhsE,1Story,6,1993,1993,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Attchd,2.0,557.0,Y,0,,2008,154057.63008373365
869,20,RL,58.0,7296,AllPub,BrkSide,Norm,1Fam,1Story,5,1958,2008,Gable,CBlock,Gd,SBrkr,1.0,0.0,2,TA,Typ,0,,0.0,27.0,Y,0,,2010,116644.2798299399
870,80,RL,,17960,AllPub,NWAmes,Norm,1Fam,SLvl,6,1967,1976,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,2.0,507.0,Y,0,,2009,197931.0908663049
871,20,RL,81.0,8849,AllPub,NAmes,Norm,1Fam,1Story,6,1957,1999,Gable,CBlock,No,SBrkr,1.0,0.0,2,Gd,Typ,0,Attchd,1.0,342.0,Y,0,,2007,138822.32165570476
872,85,RL,90.0,8499,AllPub,Mitchel,Norm,1Fam,SFoyer,6,1974,1974,Gable,CBlock,Av,SBrkr,1.0,0.0,2,TA,Typ,1,Attchd,2.0,555.0,Y,0,,2007,148309.25354588006
873,50,RL,59.0,3589,AllPub,BrkSide,Norm,1Fam,1.5Fin,3,1945,1950,Gable,CBlock,No,FuseA,1.0,0.0,2,Fa,Typ,0,,0.0,27.0,N,0,MnPrv,2007,61672.862622276036
874,30,RL,,12431,AllPub,Edwards,Norm,1Fam,1Story,4,1940,1950,Gable,CBlock,No,SBrkr,0.0,0.0,1,TA,Typ,0,Detchd,2.0,566.0,Y,0,,2009,82750.65586871613
875,80,RL,78.0,8252,AllPub,NAmes,Norm,1Fam,SLvl,5,1959,1959,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,1.0,823.0,Y,0,,2006,143143.56701657063
876,50,RM,83.0,9089,AllPub,OldTown,Norm,1Fam,1.5Fin,5,1946,1950,Gable,CBlock,No,FuseA,0.0,0.0,3,TA,Typ,1,Detchd,3.0,896.0,Y,0,,2008,142969.65957110957
877,50,RM,58.0,8689,AllPub,IDOTRR,Norm,1Fam,1.5Fin,6,1937,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,1,Detchd,1.0,225.0,N,0,,2006,119644.79116998264
878,50,RM,59.0,6209,AllPub,BrkSide,Norm,1Fam,1.5Fin,5,1936,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,603.0,Y,0,MnPrv,2009,141578.5170769376
879,60,RL,,12193,AllPub,Gilbert,Norm,1Fam,2Story,7,2006,2006,Gable,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,0,Attchd,3.0,644.0,Y,0,,2006,246064.814117912
880,45,RM,58.0,6989,AllPub,OldTown,Norm,1Fam,1.5Fin,6,1938,2000,Gable,PConc,No,SBrkr,0.0,0.0,3,Fa,Typ,0,Detchd,1.0,267.0,N,0,,2010,116564.79198747901
881,60,RL,58.0,9439,AllPub,Edwards,Norm,1Fam,2Story,6,1946,1950,Hip,CBlock,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Detchd,1.0,267.0,Y,0,,2009,153499.7823941626
882,160,FV,38.0,3269,AllPub,Somerst,Norm,TwnhsE,2Story,7,2005,2005,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Detchd,2.0,507.0,Y,0,,2006,151050.77729658422
883,190,RL,83.0,11714,AllPub,Sawyer,Norm,2fmCon,1Story,5,1965,1965,Hip,PConc,Mn,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,2.0,531.0,Y,0,,2010,131767.51887493528
884,20,RL,,11049,AllPub,NWAmes,Norm,1Fam,1Story,6,1984,1984,Hip,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,2.0,507.0,Y,0,,2007,150705.63239782598
885,50,RL,86.0,15689,AllPub,Crawfor,Norm,1Fam,1.5Fin,5,1949,2005,Gable,BrkTil,No,SBrkr,1.0,0.0,3,Fa,Maj2,1,Attchd,1.0,322.0,Y,0,,2009,138480.12355895637
886,120,RL,32.0,2369,AllPub,NPkVill,Norm,Twnhs,1Story,7,1975,1975,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Attchd,1.0,335.0,Y,0,,2010,107777.36318840533
887,60,RL,90.0,10039,AllPub,NoRidge,Norm,1Fam,2Story,7,1995,1995,Gable,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,1,Attchd,3.0,748.0,Y,0,,2007,290223.97429278126
888,160,RM,29.0,1769,AllPub,BrDale,Norm,Twnhs,2Story,6,1971,1971,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,291.0,Y,0,,2008,85524.26042410119
889,80,RL,93.0,11564,AllPub,NAmes,Norm,1Fam,SLvl,6,1961,1961,Hip,CBlock,Gd,SBrkr,1.0,0.0,4,Gd,Typ,1,BuiltIn,2.0,395.0,Y,0,,2009,179088.07033652475
890,80,RL,95.0,11173,AllPub,Gilbert,Norm,1Fam,SLvl,7,2004,2004,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,1,BuiltIn,2.0,427.0,Y,0,,2007,177218.94949595782
891,90,RL,58.0,9439,AllPub,Edwards,Norm,Duplex,SFoyer,5,1975,1975,Gable,PConc,Av,SBrkr,1.0,0.0,2,TA,Typ,0,,0.0,27.0,Y,0,,2008,103608.94245058512
892,20,RL,79.0,8286,AllPub,Sawyer,Norm,1Fam,1Story,6,1977,1977,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,555.0,Y,0,MnPrv,2007,143501.72138734264
893,20,RL,86.0,10295,AllPub,Somerst,Norm,1Fam,1Story,8,2007,2007,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,3.0,785.0,Y,0,,2008,245025.8425714954
894,20,RL,84.0,11444,AllPub,NAmes,Norm,1Fam,1Story,7,1958,2001,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,522.0,Y,0,MnPrv,2008,179909.74366598923
895,20,RL,139.0,14917,AllPub,NridgHt,Norm,1Fam,1Story,9,2004,2005,Hip,PConc,Gd,SBrkr,1.0,0.0,2,Ex,Typ,1,Attchd,3.0,843.0,Y,0,,2006,350159.0053144547
896,70,RL,121.0,21370,AllPub,NAmes,Norm,1Fam,2Story,5,1935,2007,Gable,BrkTil,No,SBrkr,0.0,0.0,4,Gd,Min1,0,BuiltIn,3.0,1227.0,Y,0,,2007,185960.21388766565
897,20,RL,,9908,AllPub,Mitchel,Norm,1Fam,1Story,6,1977,1977,Gable,PConc,Gd,SBrkr,1.0,0.0,2,Gd,Typ,2,Attchd,2.0,741.0,Y,0,,2009,196008.37530434984
898,50,RM,58.0,6089,AllPub,BrkSide,Norm,1Fam,1.5Fin,5,1925,1997,Gable,BrkTil,No,SBrkr,1.0,0.0,3,TA,Typ,1,Detchd,1.0,243.0,N,0,,2009,117028.74224778009
899,20,RL,68.0,7289,AllPub,NAmes,Norm,1Fam,1Story,5,1951,1951,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,1,Detchd,2.0,603.0,Y,0,,2008,115687.32640741605
900,20,FV,83.0,7951,AllPub,Somerst,Norm,1Fam,1Story,6,2009,2009,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Attchd,2.0,703.0,Y,0,,2009,208481.7242153185
